"name"	"number"
"  129、如果小华在小丽北偏东40°的位置上那么小丽在小华的位置上。出题：中国科普研究所  A、南偏西50°  B、北偏东50°  C、南偏西40°  D、北偏东40°  "	"C南偏西40°"
"  130、人生自古谁无死留取丹心照汗青是的作品。出题：山东科技报社  推荐：山东学习平台  A、文天祥  B、陆游  C、范仲淹  D、戚继光  "	"A文天祥"
"  131、江南贡院是中国历史上规模最大、影响最广的科举考场中国南方地区开科取士之地该贡院位于。出题：山东科技报社  推荐：山东学习平台  A、苏州  B、南京  C、扬州  D、杭州  "	"B南京"
"  132、唐朝著名医学家孙思邈所著的中明确指出：君亲有疾不能疗之者非忠孝也把医学当作儒者尽孝道的必修之学。出题：山东科技报社  推荐：山东学习平台  A、《针灸甲乙经》  B、《外台秘要方》  C、《备急千金要方》  D、《本草纲目》  "	"C《备急千金要方》"
"  133、在车道減少的路段、路口或者在没有交通信号灯、交通标志、交通标线或者交通警察指挥的交叉路口遇到停车排队等候或者缓慢行驶时机动车应当。出题：公安部交通管理局  A、借道超车  B、占用对面车道  C、穿插等候的车辆  D、依次交替通行  "	"D依次交替通行"
"  134、烟头中心温度可达它超过了棉、麻、毛织物、纸张、家具等可燃物的燃点。若乱扔烟头接触到这些可燃物容易引发火灾。出题：应急管理部消防救援局  A、100-200℃  B、200-300℃  C、700-800℃  "	"C700-800℃"
"  135、山郡逢春复乍晴陂塘分出几泉清郭边万户皆临水雪后千峰半入城。此诗描写的城市是。  A、成都  B、杭州  C、泉州  D、济南  "	"D济南"
"  136、热量传递主要有三种基本方式即导热、热对流和。出题：应急管理部消防救援局  A、照射  B、加热  C、热辐射  "	"C热辐射"
"  137、银行个人住房抵押贷款额度的计算公式是。  A、住房评估值×抵借比  B、住房评估值×首付比  C、住房交易值×抵借比  D、住房交易值×首付比  "	"A住房评估值×抵借比"
"  138、《中共中央国务院关于实施乡村振兴战略的意见》指出完善农民闲置宅基地和闲置农房政策探索宅基地所有权、资格权、三权分置。出题：重庆市委直属机关工委  推荐：重庆学习平台  A、占有权  B、经营权  C、使用权  D、支配权  "	"C使用权"
"  139、与诗句水吞三楚白山接九疑青所描绘的景致不同的一联诗是。  A、气蒸云梦泽波撼岳阳城  B、造化钟神秀阴阳割昏晓  C、吴楚东南坼乾坤日夜浮  D、雁引愁心去山衔好月来  "	"B造化钟神秀，阴阳割昏晓"
"  140、除病毒外组成生物体的基本单位是。出题：中国科普研究所  A、原子  B、有机体  C、细胞  D、器官  "	"C细胞"
"  141、诗句布谷飞飞劝早耕春锄扑扑趁春晴。描绘出一幅热闹的图。出题：农业农村部种植业管理司  A、春耕  B、夏耘  C、秋收  D、冬藏  "	"A春耕"
"  142、发生火灾可以乘坐普通电梯逃生吗？出题：应急管理部消防救援局  A、不可以  B、可以  C、不一定  "	"A不可以"
"  143、乘坐公共交通工具时一旦发生火灾下列逃生表述正确的是。出题：应急管理部消防救援局  A、不要慌张按顺序慢慢走  B、寻找最近的门窗等出口逃生迅速离开车厢并远离起火车辆  C、所有人都从车门逃生  "	"B寻找最近的门窗等出口逃生，迅速离开车厢并远离起火车辆"
"  144、下列是我国古代的一些历史文化名人其中属于两汉时期的是。①老子②屈原③华佗④孔子⑤李斯⑥孙武⑦张衡⑧董仲舒出题：中共泰州市委党校  推荐：江苏学习平台  A、①⑤⑦  B、②⑥⑧  C、③⑦⑧  D、③④⑤  "	"C③⑦⑧"
"  145、我国第一部《中华人民共和国宪法》诞生于年。出题：中共连云港市委宣传部  推荐：江苏学习平台  A、1949年  B、1954年  C、1950年  D、1982年  "	"B1954年"
"  146、衍祖宗一脉真传克忠克孝；教子孙两行正路惟读惟耕。出自明代廉吏被誉为天下清官的是。出题：重庆市委直属机关工委  推荐：重庆学习平台  A、喻茂坚  B、喻思恂  C、喻应豸  D、喻思慥  "	"A喻茂坚"
"  147、所谓隐形飞机是指的飞机。出题：中国科普研究所  A、眼睛看不见  B、飞行太高看不见  C、透明  D、雷达测不到  "	"D雷达测不到"
"  148、苟利国家生死以岂因祸福避趋之的作者是。出题：南开大学文学院  A、龚自珍  B、谭嗣同  C、林则徐  D、梁启超  "	"C林则徐"
"  149、有一位唐代诗人在对贺知章诵读《乌栖曲》时被贺知章称赞道你莫不是天上下凡的仙人吧不然怎么能写出这么感人的诗呢这位被称之为谪仙人的诗人是。出题：中共吉林省委宣传部  推荐：吉林学习平台  A、杜甫  B、李商隐  C、李白  D、白屈易  "	"C李白"
"  150、重庆古巴渝十二景中南滨路独占了景。出题：重庆市委直属机关工委  推荐：重庆学习平台  A、二  B、四  C、五  D、七  "	"B四"
"  151、长江是世界第大河流经湖北里程达1061公里。出题：湖北广电长江云  推荐：湖北学习平台  A、二  B、三  C、四  "	"B三"
"  152、下列不属于八大菜系的是。出题：中共连云港市委宣传部  推荐：江苏学习平台  A、山东菜系  B、四川菜系  C、赣菜系  D、湘菜系  "	"C赣菜系"
"  153、国家宪法日是。出题：中共连云港市委宣传部  推荐：江苏学习平台  A、10月4日  B、10月10日  C、12月4日  D、12月10日  "	"C12月4日"
"  154、我国科学家屠呦呦提取了中药成分用于抗疟疾因而获得了2015年诺贝尔生理学或医学奖。出题：中国科普研究所  A、青霉素  B、氯喹  C、青蒿素  D、胰岛素  "	"C青蒿素"
"  155、太阳的外部结构即太阳的大气层依厚度、亮度从内向外分为。出题：山东省泰安市气象局  推荐：山东学习平台  A、光球层、色球层、日冕层  B、光球层、日冕层、色球层  C、日冕层、光球层、色球层  D、色球层、日冕层、光球层  "	"A光球层、色球层、日冕层"
"  156、在江苏省镇江市西部的云台山麓有一条有着千年历史的古街——西津渡。唐代诗人曾经夜宿小山楼留下诗作《题金陵渡》：金陵津渡小山楼一宿行人自可愁潮落夜江斜月里两三星火是瓜洲。出题：江苏省镇江市润州区金山街道  推荐：江苏学习平台  A、张祜  B、李白  C、杜甫  D、杜牧  "	"A张祜"
"  157、下列古书中不属于四书之一的是。出题：山东科技报社  推荐：山东学习平台  A、《大学》  B、《春秋》  C、《中庸》  D、《论语》  "	"B《春秋》"
"  158、重庆解放的具体时间是。出题：重庆市委直属机关工委  推荐：重庆学习平台  A、1949年10月1日  B、1949年11月1日  C、1949年11月30日  D、1949年12月11日  "	"C1949年11月30日"
"  159、2008年1月16日国家批准实施《广西北部湾经济区发展规划》提出把广西北部湾经济区建设成为重要国际区域经济合作区这是全国第一个国际区域经济合作区由所辖行政区域组成。出题：北海市委宣传部  推荐：广西学习平台  A、南宁、北海、钦州、防城港、玉林、崇左  B、百色、河池、崇左  C、柳州、桂林、梧州、贵港、玉林、贺州、来宾  "	"A南宁、北海、钦州、防城港、玉林、崇左"
"  160、苏州是一座园林城市描写苏州的古诗词有很多。其中君到姑苏见人家尽枕河。古宫闲地少水港小桥多。描写了苏州的小桥流水该诗的作者是。出题：苏州市教育局  推荐：江苏学习平台  A、李白  B、陆游  C、李商隐  D、杜荀鹤  "	"D杜荀鹤"
"  161、对党组织的问责方式有。出题：辽宁省委宣传部  推荐：辽宁学习平台  A、检查、改组  B、检查、通报  C、通报、改组  D、检查、通报、改组  "	"D检查、通报、改组"
"  162、下列诗句出自元末明初诗人唐珙的《题龙阳县青草湖》下列排序中正确的是     。①醉后不知天在水②一夜湘君白发多③西风吹老洞庭波④满船清梦压星河  A、③①④②  B、④②①③  C、③②①④  D、④①③②  "	"C③②①④"
"  163、2018年7月3日至4日习近平总书记在全国组织工作会议上的讲话强调党的力量来自。党的全面领导、党的全部工作要靠党的坚强组织体系去实现。  A、组织  B、基层  C、人民  "	"A组织"
"  164、有正式党员7人以上的党支部应当设立党支部委员会。党支部委员会由3至5人组成一般不超过7人。党支部委员会设书记和组织委员、宣传委员、纪检委员等必要时可以设1名。出题：内蒙古呼伦贝尔市直属机关工委  推荐：内蒙古学习平台  A、群工委员  B、副书记  C、书记助理  D、党支部秘书  "	"B副书记"
"  165、中国纪念2019年世界水日和中国水周活动的宣传主题为。出题：武汉大学  推荐：湖北学习平台  A、坚持节水优先强化水资源管理  B、实施国家节水行动建设节水型社会  C、落实绿色发展理念全面推行河长制  "	"A坚持节水优先，强化水资源管理"
"  166、2019年3月11日2018年中国田径协会马拉松新闻发布会在厦门召开揭晓2018年度中国田协认证金牌、银牌、铜牌赛事评选最终结果。2018中国-东盟国际马拉松荣获。出题：防城港市北部湾办公室  推荐：广西学习平台  A、2018中国田径协会马拉松银牌赛事  B、2018中国田径协会马拉松铜牌赛事  C、2018中国田径协会马拉松银牌赛事和最美赛道特色赛事称号  D、2018中国田径协会马拉松铜牌赛事和最美赛道特色赛事称号  "	"C2018中国田径协会马拉松银牌赛事和最美赛道特色赛事称号"
"  167、按照目前物理科学研究的最新成果构成物质的最小单位是：。出题：山东科技报社  推荐：山东学习平台  A、夸克  B、质子  C、中子  D、纳米  "	"A夸克"
"  168、同一建筑物由两个以上单位管理或使用的应当明确各方的并确定责任人对共同的疏散通道、安全出口、建筑消防设施和消防车通道进行统一管理。出题：应急管理部消防救援局  A、消防经费责任  B、消防培训责任  C、消防安全责任  D、消防组织责任  "	"C消防安全责任"
"  169、1901年清光绪二十七年清廷诏令全国各省在省城旧书院的基础上设大学堂。次年广西巡抚丁振铎将桂林体用学堂改设为   分正、备两斋这是广西最早的大学。出题：南宁市委宣传部  推荐：广西学习平台  A、广西师范学校  B、桂林师范学堂  C、桂林大学堂  D、广西大学堂  "	"D广西大学堂"
"  170、党组织在纪律审查中发现党员严重违纪涉嫌违法犯罪的原则上先。出题：辽宁学习平台  A、作出党纪处分决定并按照规定给予政务处分后再移送有关国家机关依法处理  B、移送行政机关、司法机关处理；作出党纪处分决定  C、函询问责让领导干部讲清楚；作出党纪处分决定  D、函询问责让领导干部讲清楚；移送行政机关、司法机关处理  "	"A作出党纪处分决定，并按照规定给予政务处分后，再移送有关国家机关依法处理"
